# timestamp tx ty tz qx qy qz qw
21 0.040569666773080826 -0.06460696458816528 -0.02505084127187729 -0.08946827044861569 -0.05419878233536648 -0.030934788748137005 0.9940326759471821
22 0.04059857502579689 -0.0646500214934349 -0.024904415011405945 -0.0881154756880057 -0.0546734855016786 -0.030991892031878417 0.9941257333295918
23 0.04015347734093666 -0.06648408621549606 -0.025266528129577637 -0.08738325648449861 -0.05307907566987042 -0.03099958520171343 0.9942765208595041
24 0.03978803753852844 -0.06910248100757599 -0.025450807064771652 -0.08456932506180903 -0.05416811779523626 -0.03153270999744735 0.9944443379293475
25 0.0393809974193573 -0.07167553901672363 -0.023839501664042473 -0.082158270369035 -0.05511827921281698 -0.032483588074120634 0.9945636291507086
26 0.03824099898338318 -0.07393743842840195 -0.02156948857009411 -0.07776809645040862 -0.054515798795355314 -0.03216859871241205 0.9949599601366689
27 0.03825555741786957 -0.07380286604166031 -0.020861279219388962 -0.07799831309842815 -0.053888610473997775 -0.03271800643684131 0.9949582003794337
28 0.03881796821951866 -0.07376480847597122 -0.021205920726060867 -0.0767416869070618 -0.05342109159900889 -0.03211269512560109 0.9951008354543086
29 0.038383472710847855 -0.07615212351083755 -0.02294950932264328 -0.07603902863466315 -0.05122811813280427 -0.03397201115297267 0.9952083392413095
30 0.038265127688646317 -0.0761512964963913 -0.022927045822143555 -0.07559388261078161 -0.0508748884802589 -0.03318999228887944 0.9952867642343648
31 0.03839844837784767 -0.07601568102836609 -0.022860072553157806 -0.07550309917742007 -0.05110109725278659 -0.03295249875464382 0.9952899532069942
32 0.03786807134747505 -0.07768002897500992 -0.02220843732357025 -0.07392227820620008 -0.05131638497811203 -0.03227569128130542 0.9954197042870484
33 0.0379953607916832 -0.07804858684539795 -0.021907474845647812 -0.0718358969220183 -0.05024499716317684 -0.0341970976064894 0.995562961750449
34 0.038193993270397186 -0.07825782895088196 -0.021124595776200294 -0.07103976972555989 -0.04940747914339757 -0.0335622858997881 0.9956836005624137
35 0.03842715173959732 -0.07878196239471436 -0.020965274423360825 -0.07057849338632186 -0.04909369313436235 -0.032965096412038326 0.9957518720161489
36 0.03860477730631828 -0.07888346165418625 -0.021746905520558357 -0.06865067583038112 -0.047304782616453676 -0.034430686430695766 0.9959236298939754
37 0.03893548250198364 -0.07900992035865784 -0.021827606484293938 -0.06787716864124939 -0.04759028097097139 -0.03317718563543005 0.9960055891927674
38 0.0404176265001297 -0.07990574091672897 -0.022162679582834244 -0.06775906736749975 -0.047525478634684 -0.03278958573328945 0.9960295563002621
39 0.04070402681827545 -0.08006152510643005 -0.022806411609053612 -0.06703222250406961 -0.04591731518266626 -0.033595011117544656 0.9961273262498432
40 0.040717341005802155 -0.08123708516359329 -0.02303769625723362 -0.06620279789996981 -0.04476569808924803 -0.035728800102841136 0.9961609612023301
41 0.03979906067252159 -0.08121233433485031 -0.022987985983490944 -0.06600319299479752 -0.04459489511422406 -0.035138795240989666 0.9962028593256288
42 0.04020089656114578 -0.08298961818218231 -0.023225512355566025 -0.06461921199154075 -0.044743105289781974 -0.035639904763257464 0.996269150792787
43 0.04020069167017937 -0.08315227180719376 -0.023581385612487793 -0.06433740758176652 -0.04358690690813823 -0.03640060385042127 0.9963111341043634
44 0.04024104028940201 -0.08258632570505142 -0.023182041943073273 -0.06440882239902583 -0.04332431330921063 -0.03669041212576155 0.9963073426667082
45 0.04082383215427399 -0.08325044065713882 -0.022742141038179398 -0.06396737709302047 -0.042273084942800465 -0.036315688016416964 0.9963946692009242
46 0.041073210537433624 -0.08365498483181 -0.02196779102087021 -0.06310539951286825 -0.040271601065289854 -0.036712399998345836 0.9965179961068193
47 0.04163104295730591 -0.08312439918518066 -0.02051539160311222 -0.06317466992010964 -0.03953417945082193 -0.038322580874250584 0.9964825039871816
48 0.041512906551361084 -0.08304619044065475 -0.020663293078541756 -0.06286732259544194 -0.03883061473935771 -0.038250514486835044 0.9965323810087094
49 0.04155616834759712 -0.08439251780509949 -0.022435978055000305 -0.062056890594925494 -0.03771719429404478 -0.03833059341420617 0.9966228650561941
50 0.04159901291131973 -0.0851435735821724 -0.023861965164542198 -0.060416725758517136 -0.0370847152780743 -0.039075615686441065 0.9967184389278048
51 0.04083506390452385 -0.08688715845346451 -0.023916665464639664 -0.0595920273097686 -0.03657401710745689 -0.037817419284764224 0.9968354848127222
52 0.0409020371735096 -0.08825968950986862 -0.023703891783952713 -0.05783882037110119 -0.03696751162108323 -0.03746981282730847 0.9969373534023523
53 0.03987206518650055 -0.08926554024219513 -0.021083414554595947 -0.0572790100533424 -0.03531910493136155 -0.03707600591899508 0.9970441585028564
54 0.03854445740580559 -0.08858124911785126 -0.016544906422495842 -0.05576340581776638 -0.036165005598264674 -0.03586260394100877 0.9971441228524194
55 0.03841404989361763 -0.08937618881464005 -0.012321568094193935 -0.0546177759551849 -0.03638628329595488 -0.03501668383840817 0.9972295456488689
56 0.038716673851013184 -0.09089389443397522 -0.011112725362181664 -0.055017319553861764 -0.0365726137032572 -0.03477101269285901 0.997209365518929
57 0.03876492753624916 -0.09225540608167648 -0.010883623734116554 -0.05374031923657608 -0.03659851358526103 -0.03572371261800621 0.9972443760282729
58 0.0388406366109848 -0.09427208453416824 -0.01190442219376564 -0.05236328143054255 -0.03321448701633282 -0.036808186670817034 0.9973966342866368
59 0.039309658110141754 -0.09692272543907166 -0.014198561199009418 -0.05074440567300122 -0.03146430417458471 -0.03811090523275399 0.9974881304605959
60 0.039730630815029144 -0.09906107932329178 -0.01596047356724739 -0.051270883321101135 -0.03156079014537207 -0.03859128808155299 0.9974396831278929
61 0.04008067771792412 -0.10061726719141006 -0.017909182235598564 -0.04976008171409153 -0.03180468765096444 -0.03881828581961328 0.9974996406511505
62 0.040280766785144806 -0.10083440691232681 -0.019486377015709877 -0.049231521981906896 -0.02989401413835244 -0.039215117172901284 0.9975694384104451
63 0.040040746331214905 -0.10215244442224503 -0.020582467317581177 -0.04814021088162042 -0.028863405955783066 -0.03936310893709728 0.9976472147724385
64 0.04039786383509636 -0.10145900398492813 -0.02120800130069256 -0.04837738942775618 -0.02771349393022976 -0.04047699171612963 0.997623779437608
65 0.04043072834610939 -0.10163059830665588 -0.022033724933862686 -0.04837670128471501 -0.027022600359702966 -0.0407657992824777 0.9976310012836669
66 0.04025206342339516 -0.10467474907636642 -0.023222392424941063 -0.04694231424453469 -0.0272290082040282 -0.04038741213293997 0.9977093030524319
67 0.04040015488862991 -0.10465436428785324 -0.022657904773950577 -0.04697621156029962 -0.02685930650242069 -0.04052261084970462 0.9977122453166946
68 0.040632061660289764 -0.10452395677566528 -0.022292880341410637 -0.046807010112360076 -0.026373106651951205 -0.04034821018371334 0.9977402411991788
69 0.040774744004011154 -0.10536237061023712 -0.022677039727568626 -0.0452237012725699 -0.026394101017235626 -0.04063600235877722 0.9978010169663851
70 0.040251441299915314 -0.10596616566181183 -0.02287837490439415 -0.04488070811289765 -0.024410904838875137 -0.041889206984252636 0.9978151742987155
71 0.040625616908073425 -0.10394179075956345 -0.02278810739517212 -0.046510888813932706 -0.02439569494604514 -0.041533289412314184 0.9977557659178512
72 0.04073335602879524 -0.10365018993616104 -0.023545609787106514 -0.04632638239928812 -0.024384890548857605 -0.0415574840263137 0.9977635991257697
73 0.04066804423928261 -0.10445719212293625 -0.023944120854139328 -0.04684529474644697 -0.024207797454698057 -0.041021495716241044 0.9977658691764382
74 0.04072649031877518 -0.10355721414089203 -0.025260495021939278 -0.04693849103874559 -0.02449729561976425 -0.04054709278476965 0.9977738217803093
75 0.04081884026527405 -0.1022389680147171 -0.02653818391263485 -0.04786368216855072 -0.024649191004418092 -0.03905528602625685 0.9977856348269867
76 0.04101455956697464 -0.10185501724481583 -0.026107018813490868 -0.04741851288985213 -0.02468370585253307 -0.03835351069994281 0.9978332514864525
77 0.041407037526369095 -0.10117592662572861 -0.025528594851493835 -0.04801569146833847 -0.025198594798183864 -0.038145193540925305 0.9977998073115864
78 0.04135441407561302 -0.09607598930597305 -0.024454323574900627 -0.04867918211042962 -0.02485909058564663 -0.03752628702572638 0.9977996505043754
79 0.041988786309957504 -0.09429746121168137 -0.024834737181663513 -0.051078406591860914 -0.025468002831890095 -0.03587400427786426 0.9977251269552848
80 0.042192619293928146 -0.0936339721083641 -0.025553347542881966 -0.05126081502854948 -0.025509908062314107 -0.0346978104247922 0.9977563035661181
81 0.04243180900812149 -0.09190493822097778 -0.025319773703813553 -0.051179816457870994 -0.025816307741147845 -0.033773209491436265 0.9977842982124138
82 0.0433625690639019 -0.08892963081598282 -0.024779412895441055 -0.05284617523928651 -0.025108388185582847 -0.03296538489972224 0.9977425187704289
83 0.0439913235604763 -0.08693604171276093 -0.025345979258418083 -0.05285268384365144 -0.02576319222775716 -0.03283709015502842 0.9977297120317266
84 0.04318265616893768 -0.084955133497715 -0.025521939620375633 -0.05312590988588622 -0.022845904242260167 -0.03262660551372127 0.9977931691180981
85 0.043444517999887466 -0.08369699865579605 -0.024582652375102043 -0.0539265116025678 -0.02268620486005193 -0.0318734071123597 0.9977782050193845
86 0.044511303305625916 -0.08119964599609375 -0.023396480828523636 -0.05648901538281191 -0.02309240680308793 -0.031521807523907985 0.9976382604185408
87 0.044413961470127106 -0.08125851303339005 -0.020946763455867767 -0.057304071536474314 -0.02274758920328355 -0.03053128474781276 0.9976305083775321
88 0.04497845098376274 -0.08004550635814667 -0.015585278160870075 -0.05909309369392161 -0.023903797341570717 -0.029542096234260063 0.9975288823614324
89 0.04575071856379509 -0.07890758663415909 -0.012522258795797825 -0.0611553038278543 -0.025360501408890162 -0.02972840163422637 0.9973630783572391
90 0.0456816665828228 -0.07693937420845032 -0.007302227895706892 -0.06104648423801083 -0.02489369332306652 -0.029314692696620844 0.9973937433816844
91 0.04576174169778824 -0.0766180232167244 -0.00194079231005162 -0.06166701040451026 -0.025825604139276096 -0.028335404850116708 0.9973601798847223
92 0.04596266150474548 -0.07818274199962616 0.0021245647221803665 -0.06351773047642433 -0.027763513516348225 -0.029150213757574255 0.9971684585972064
93 0.044726572930812836 -0.07887930423021317 0.005396012216806412 -0.06341886876197059 -0.027101086794774167 -0.02875298611244399 0.9972045165486618
94 0.04432036727666855 -0.07893525063991547 0.006414689123630524 -0.0631397989777073 -0.02679579928923519 -0.028631199649763215 0.9972339761077326
95 0.043682873249053955 -0.08051140606403351 0.007942174561321735 -0.06266371052777121 -0.02777590433200917 -0.02760350528697847 0.9972661691881571
96 0.042886268347501755 -0.07995503395795822 0.009014970622956753 -0.06254962721377519 -0.028295112190293806 -0.027541712099552754 0.9972604389108123
97 0.04323901981115341 -0.07637342810630798 0.01054886169731617 -0.06360369911635924 -0.028734299670432034 -0.027980100135168832 0.9971690040338679
98 0.042432017624378204 -0.0753062292933464 0.012882478535175323 -0.0654854751176839 -0.029140689020036855 -0.027971490352479454 0.9970356396242355
99 0.041693441569805145 -0.07404621690511703 0.013644702732563019 -0.06674349495831387 -0.0278044982590385 -0.028376798268939737 0.9969789274446116
100 0.04231637343764305 -0.07356242835521698 0.014111766591668129 -0.06830000890060998 -0.02785770337706922 -0.028549003151645987 0.9968671003166192
101 0.042659975588321686 -0.07327290624380112 0.013071500696241856 -0.069664332148349 -0.028554014169204528 -0.02810921375319866 0.9967654786889807
102 0.04191037639975548 -0.0721006691455841 0.0110818175598979 -0.0699317909422957 -0.028423896847377096 -0.028552197144474333 0.9967378740259568
103 0.04205908998847008 -0.070937380194664 0.010772660374641418 -0.07137700387886475 -0.028798800434743654 -0.029093300732219825 0.9966090197275389
104 0.03983129933476448 -0.06741359829902649 0.010392015799880028 -0.07159438844368236 -0.030429995468456324 -0.027475596573093834 0.9965908680009602
105 0.036122195422649384 -0.06235421821475029 0.007766442839056253 -0.06995537244170669 -0.031217287078536653 -0.026714189137426025 0.9967036081979795
106 0.032843634486198425 -0.05743668973445892 0.0053668515756726265 -0.07539289931156352 -0.03724609995981878 -0.025721600510035143 0.9961260098488001
107 0.031117934733629227 -0.05423903465270996 0.004482162185013294 -0.07845510506979786 -0.04043500428086146 -0.026860102961685808 0.9957350739613346
108 0.028857698664069176 -0.052980899810791016 0.00048563172458671033 -0.08210111189493005 -0.037615605720764216 -0.026728604498531004 0.9955551486467435
109 0.02773163467645645 -0.0492788702249527 -0.0018486647168174386 -0.08424863063993036 -0.03983721480172459 -0.026007510029626084 0.9953083756868916
110 0.02488153614103794 -0.043629005551338196 -0.005226728040724993 -0.08418823400266731 -0.038533014007298916 -0.026441510993091374 0.9953534011581311
111 0.024784820154309273 -0.04378853365778923 -0.006925119552761316 -0.08339453392856856 -0.038710614712655175 -0.025829309733721224 0.9954293971380695
112 0.024719510227441788 -0.04379706084728241 -0.009233111515641212 -0.0838993840441535 -0.04032569363272637 -0.026552695458911143 0.9953038168847297
113 0.023915626108646393 -0.04304080456495285 -0.012126347981393337 -0.09370790243357373 -0.05073100048003862 -0.026204501117728415 0.9939610257202561
114 0.024144208058714867 -0.04346989095211029 -0.014928526245057583 -0.09532023538141468 -0.0592625206766652 -0.02444300852999704 0.9933803626636122
115 0.025502389296889305 -0.04363774135708809 -0.015915589407086372 -0.1134990146519193 -0.07429200925831284 -0.02593410352394116 0.9904171325453541
116 0.02523137629032135 -0.04467727988958359 -0.015185602940618992 -0.12821195948213102 -0.08160497363989527 -0.02975639021103789 0.9879356654568789
117 0.020444924011826515 -0.038875579833984375 -0.017506219446659088 -0.1341120482515736 -0.08518753187928622 -0.029622611398448618 0.9868533558371516
118 0.019149597734212875 -0.03802739456295967 -0.019045956432819366 -0.1324050167117833 -0.08749590550000667 -0.027544502419700242 0.9869420850660686
119 0.019337184727191925 -0.03852948173880577 -0.01767999678850174 -0.13219495421331248 -0.09165356638789598 -0.02804729037635432 0.9865786696889092
120 0.01775289699435234 -0.03736993297934532 -0.01690179854631424 -0.1354420549377849 -0.09161443456860609 -0.02929801205493059 0.9861054121816901
121 0.015707245096564293 -0.03348071128129959 -0.015816377475857735 -0.14107899075176103 -0.0953745982104243 -0.0296290993009059 0.9849479763699416
122 0.01578287035226822 -0.0332791693508625 -0.015802545472979546 -0.1421130359982208 -0.0960658242898564 -0.02982360870370799 0.9847262527844851
123 0.0160355381667614 -0.03128287196159363 -0.015337852761149406 -0.14405295574057997 -0.09786356932202381 -0.031038390049814433 0.9842296901808854
124 0.013957666233181953 -0.027079584077000618 -0.01450405828654766 -0.15019195731717003 -0.0966251742139577 -0.03167659096750939 0.9834137188994109
125 0.013696492649614811 -0.025534003973007202 -0.014200392179191113 -0.15219207125946926 -0.09734814621028444 -0.031811614847046525 0.9830304909281874
126 0.01281985267996788 -0.02325650304555893 -0.015012450516223907 -0.1556390298084587 -0.09777751847037003 -0.03199020661147735 0.9824421996181328
127 0.01349836029112339 -0.02477608434855938 -0.017640000209212303 -0.15547899043051552 -0.09668329389244368 -0.031893698345545486 0.982578962746835
128 0.013795766048133373 -0.025809800252318382 -0.01887238770723343 -0.156057056978357 -0.09789023866227073 -0.03175251213504394 0.9823723736951296
129 0.013060560449957848 -0.02448676899075508 -0.019300412386655807 -0.15799498154031996 -0.0989457901965565 -0.030870396938511704 0.9819848925954113
130 0.010733162984251976 -0.017756953835487366 -0.019683469086885452 -0.15786002811483327 -0.09856051925808533 -0.03296710575375467 0.9819771914902147
131 0.009826363995671272 -0.01229034923017025 -0.02002384513616562 -0.15870498142733683 -0.09779578618417238 -0.03377949441955669 0.9818898347259662
132 0.009087330661714077 -0.01187717542052269 -0.020872095599770546 -0.16084501274824667 -0.0970469050466543 -0.033098303088660276 0.9816390799932622
133 0.009233943186700344 -0.012269924394786358 -0.021123141050338745 -0.16168503198145892 -0.09736531741650617 -0.03241910671539839 0.9814922036883009
134 0.00835262332111597 -0.015172707848250866 -0.022287890315055847 -0.16062098657748106 -0.09869809336096672 -0.03319339654629613 0.9815079094961114
135 0.008514461107552052 -0.016531866043806076 -0.02357868105173111 -0.1587050544626782 -0.09806563134726994 -0.03282480960260376 0.9818952980711564
136 0.007632933557033539 -0.014160582795739174 -0.02309718169271946 -0.16150499077685443 -0.10021299138209402 -0.032758298282742994 0.9812239212166661
137 0.006310506258159876 -0.011889945715665817 -0.022914981469511986 -0.161810056693111 -0.10099903880946152 -0.03232731249993932 0.9811073594380406
138 0.005745145492255688 -0.012170754373073578 -0.0213764738291502 -0.16350196002986517 -0.10341497446453822 -0.034249991341126114 0.9805097609374043
139 0.004233113955706358 -0.009076660498976707 -0.02004876360297203 -0.16248902654528188 -0.10208701439706289 -0.03376230589006342 0.9808341633402364
140 0.0036480980925261974 -0.007198648527264595 -0.017982520163059235 -0.16301007407671506 -0.10377604564135216 -0.03355751580999752 0.9805774552469589
141 0.003022898221388459 -0.007122003939002752 -0.017354179173707962 -0.1631240242086156 -0.10284201818884894 -0.033956206987860456 0.9806431770949762
142 0.0021284124813973904 -0.006212272215634584 -0.015145835466682911 -0.16244898449652775 -0.10469998922784893 -0.03362869670314586 0.9805699102489004
143 0.0014484591083601117 -0.00720572005957365 -0.013039719313383102 -0.16170204490781026 -0.10469302358979383 -0.030793307934160734 0.9807872330946636
144 0.0015372212510555983 -0.007065409328788519 -0.012891671620309353 -0.16164093511517724 -0.10587395591371566 -0.031296487117376044 0.9806545962917843
145 0.0015514228725805879 -0.006712178699672222 -0.01291282381862402 -0.16155393455334632 -0.10581795397187174 -0.031496587079005 0.98066857569966
146 0.0008487297454848886 -0.005135815590620041 -0.012840463779866695 -0.16277408538130178 -0.10565605169019789 -0.03073231496723959 0.980508507154287
147 0.0004386965010780841 -0.0051941778510808945 -0.012163391336798668 -0.16331500542869926 -0.10699100257849924 -0.031666200739515114 0.9802440446610957
148 -2.1118980839673895e-06 -0.005464378744363785 -0.010770267806947231 -0.16178599096718277 -0.10889199634388078 -0.030732598607472045 0.9803179818761043
149 -0.0009050869848579168 -0.004651571158319712 -0.010152888484299183 -0.16152796071219994 -0.10970497465660213 -0.03031879307942185 0.9802827696689494
150 -0.0011107005411759019 -0.004895190708339214 -0.01020232867449522 -0.16194708447844886 -0.11030905587425249 -0.029807115632866185 0.9801615123464608
151 -0.0016194608760997653 -0.005754068493843079 -0.010629500262439251 -0.16133994077342176 -0.1124849575252125 -0.028997488635559402 0.9800386207254494
152 -0.0019417989533394575 -0.0026482651010155678 -0.01164688728749752 -0.1625699408259602 -0.11250896501898251 -0.027927190044256197 0.9798636678095631
153 -0.0028068788815289736 -0.001012568362057209 -0.013228034600615501 -0.16764596241679752 -0.11339797433990229 -0.029516794197989752 0.9788587657618396
154 -0.0034288757015019655 0.0004081239167135209 -0.014148934744298458 -0.16480106236039227 -0.11222804180406151 -0.027988309914967955 0.9795213810990534
155 -0.0038806528318673372 0.0017085204599425197 -0.013624735176563263 -0.16410893353255945 -0.11363694890309065 -0.02682968901150175 0.9795075602670497
156 -0.006107320077717304 0.006621744018048048 -0.012017506174743176 -0.16626396102714014 -0.11232897272895516 -0.025795494549933566 0.9793227744282006
157 -0.008318409323692322 0.010604375042021275 -0.010164162144064903 -0.1661219393034527 -0.10971496105639648 -0.02480889126145963 0.9796686441410853
158 -0.008437463082373142 0.011642041616141796 -0.00932679045945406 -0.16541891613899198 -0.11140994272895728 -0.02527118700834152 0.9795844965421736
159 -0.009999536909162998 0.015797533094882965 -0.007276416290551424 -0.16588496369051658 -0.1122489752905694 -0.024725895538505255 0.9794238020052414
160 -0.011817523278295994 0.01650986075401306 -0.006300501991063356 -0.16703307395002484 -0.11066704769474053 -0.022584109980786735 0.9794604219285176
161 -0.012774593196809292 0.01719009503722191 -0.00533513305708766 -0.16928798858863228 -0.11077999056109972 -0.022606798741132878 0.9790599093507936
162 -0.015171688981354237 0.024648377671837807 -0.0065566012635827065 -0.15774001812868432 -0.10445101359982695 -0.016272902712542725 0.981806120335321
163 -0.018023118376731873 0.027469566091895103 -0.005890863947570324 -0.16108104928600991 -0.1000990319256693 -0.01601180435434319 0.981721290768449
164 -0.01807037554681301 0.027499517425894737 -0.005130553152412176 -0.16097101488878368 -0.10337901225838755 -0.015531801606688036 0.9814070888686365
165 -0.019160039722919464 0.02928137592971325 -0.004309176467359066 -0.16236694418083628 -0.10311596464269318 -0.015025895834261784 0.981212668103567
166 -0.019356444478034973 0.03034920059144497 -0.0037358703557401896 -0.16320896976289312 -0.10526497984245373 -0.015405696490212334 0.980838812183731
167 -0.02015537954866886 0.03064974769949913 -0.0035682504530996084 -0.16435396748591005 -0.1049019777003049 -0.015259297441907385 0.9806887923060691
168 -0.02040037140250206 0.030513305217027664 -0.0027256999164819717 -0.16517997389975994 -0.1058899842191737 -0.016130497967014955 0.9804298499548099
169 -0.020820097997784615 0.032520417124032974 -0.0011677045840770006 -0.1642419919468727 -0.10753099274298471 -0.01563089785182413 0.9804169234602289
170 -0.020852752029895782 0.033003371208906174 -0.00028080851188860834 -0.16481601411265018 -0.10935200934352564 -0.016724300867314718 0.980101064304844
171 -0.021590912714600563 0.03347447142004967 0.0010580705711618066 -0.16402306550693063 -0.11028404365567872 -0.016798105854385525 0.9801284077753802
172 -0.02271406352519989 0.03213709220290184 0.0034706818405538797 -0.16451700658937568 -0.11070700411631121 -0.016378000492886152 0.9800050330397732
173 -0.022854872047901154 0.03174585849046707 0.005449153948575258 -0.16574201208718653 -0.11467300696172818 -0.01749430051363016 0.9793230559201148
174 -0.023246103897690773 0.032225072383880615 0.005898975767195225 -0.16567199544756625 -0.114041997457515 -0.017188599415564432 0.979413996396633
175 -0.023361122235655785 0.03197028115391731 0.0071674915961921215 -0.166194061410309 -0.11616504201222415 -0.017053305212261977 0.9790783480455265
176 -0.02280682697892189 0.02970234863460064 0.009770767763257027 -0.16255601504474193 -0.12417501178804025 -0.0168123018487951 0.9787100943228872
177 -0.023895451799035072 0.030255397781729698 0.011997477151453495 -0.15963106650076325 -0.12424505481015291 -0.017614507263848837 0.9791684285952901
178 -0.025224512442946434 0.030925752595067024 0.01426838431507349 -0.1652820864704903 -0.12435806354290119 -0.016674409339500783 0.9782325198032409
179 -0.02549552544951439 0.03056863136589527 0.014311022125184536 -0.16280498244606026 -0.12500298560711579 -0.015755798738719125 0.9785808838423797
180 -0.025568945333361626 0.02946087159216404 0.013457302935421467 -0.15515504967068833 -0.12634904064751507 -0.013471704809959711 0.9796843107375416
181 -0.025495316833257675 0.029296351596713066 0.01259927824139595 -0.1574000330180676 -0.12783302615527545 -0.012903302539057478 0.9791411800652319
182 -0.02540338598191738 0.028047572821378708 0.011248522438108921 -0.15493599370003477 -0.12902399375575457 -0.011709699948823213 0.9793929394902942
183 -0.025271102786064148 0.027523435652256012 0.011697866022586823 -0.15560393104095024 -0.13036195221369834 -0.011729295071273755 0.9791095933445954
184 -0.025689581409096718 0.029382042586803436 0.013097936287522316 -0.15473303785678166 -0.13056002824518334 -0.010587002332686765 0.979234229793758
185 -0.025815831497311592 0.029166148975491524 0.014364018104970455 -0.15540706166868887 -0.13125905246524378 -0.011860405394966111 0.9790194312788659
186 -0.02605564519762993 0.03001391887664795 0.015888841822743416 -0.15696193914772136 -0.13207394065512007 -0.010469195697257794 0.9786775877536059
187 -0.02645394764840603 0.030834859237074852 0.016880271956324577 -0.15842194192201772 -0.1323339504399022 -0.010610296597936775 0.9784056626473194
188 -0.02699950709939003 0.031188445165753365 0.017368488013744354 -0.15989300979984897 -0.132696008661172 -0.010349701644944262 0.9781200804906597
189 -0.026997843757271767 0.030862314626574516 0.01769089512526989 -0.15882998525487932 -0.13382598585601796 -0.009709608836388835 0.9781458797602831
190 -0.027195435017347336 0.031277257949113846 0.01852828823029995 -0.15990599103698347 -0.13398199017658396 -0.009006859446537783 0.9779559226961552
191 -0.027277590706944466 0.031958840787410736 0.019143421202898026 -0.16086895766267123 -0.13443196850651118 -0.009270408019241743 0.9777337489200405
192 -0.027829183265566826 0.034302275627851486 0.02020409144461155 -0.15960703422426395 -0.13383802292532437 -0.008124772139479484 0.9780321887653801
193 -0.02804715745151043 0.03479791805148125 0.02029729261994362 -0.15954803947149243 -0.13343402731601645 -0.008336031752245168 0.978095240338282
194 -0.02887662500143051 0.036042120307683945 0.020848799496889114 -0.16053198521977105 -0.13368999349026714 -0.008607019624836685 0.9778969154481683
195 -0.029368940740823746 0.03655252978205681 0.021085910499095917 -0.16084604039826322 -0.13325903401293002 -0.008125501784580444 0.9779082600489984
196 -0.02984211966395378 0.03730088099837303 0.022059515118598938 -0.16196103304343965 -0.13410603013917968 -0.007902152245732928 0.9776102244020599
197 -0.030387679114937782 0.03872644901275635 0.023054543882608414 -0.16244599351637995 -0.13418899313529345 -0.007829439419279147 0.977518956056684
198 -0.0310520026832819 0.04143636301159859 0.023821614682674408 -0.16032093292763966 -0.13383894339948882 -0.007328616428277845 0.9779215854060015
199 -0.031354211270809174 0.041544727981090546 0.02387319691479206 -0.16058904077828134 -0.1338120355140243 -0.00691839138033441 0.9778842678535431
